,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,beta_2019,beta_2020,beta_2021,beta_2022,average_beta_201923,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Broadcasting,17,1.0569635904976402,1.0889845719926998,0.20627278562980336,5.124105864331357,5.279341958115088,182.505,165.614,1.1019901699131716,4.95,0.04079999999999018,0.006484380093286779,0.04850055038237558,1.087953089450317,0.11056311889954523,0.1447581988548897,-0.03419507995534446,3529.4500000000007,-120.68982494839052,0.1683775733373412,0.1367672828973947,0.03161029043994651,3101.733,98.0466809971666,0.9086002449763604,0.3811438322004928,0.0819,0.13382029636599105,0.05733,0.09139975502363962,75.39799999999998,0.357,1.204,0.847,0.00023998073354205323,61.43299999999999,212.27100000000004,150.83800000000005,0.19929366345032068,-17.82800000000006,589.979,-56.66799999999989,0.09598429706082368,2.97,0.0050340774841138415,1.034445825626654,0.17417747786795842,0.8067842563431029,0.08920058366034367,0.026750000000000006,0.05055454545454546,0.12796666666666665,0.1019,0.11056311889954523,0.11056377730397034,0.4348160045517314,0.11563857592442227,0.17871028347567375,0.17866198059587382,0.15475338140319905,0.17866198059587382,0.15475338140319905,0.1786740711326581,0.15476547193998333,0.24553331713359444,0.3523804725977466,0.24557628595304834,0.5651839954482686,4.2968819453910746e-05,0.10684715546415213,4.8302879799913464e-05,0.006537483627398102,11.272274660748218,11.274603507062139,13.124817963781839,17.538951853329273,9.617903553366872,9.619586705641824,13.220098788857888,17.666277490009783,0.47058823529411764,83.00666857830733,75.66213114083345,21.92167315398669,16.549326165710223,18.34376940266805,1.8001736410861675,1.8014672361943802,1.9760971900500248,2.2296182590812372,2.3619290332904628,628.0930000000001,153.199,153.10000000000002,0.9993537816826481,0.2439113316021672,0.2466839777097458,0.24375371163187617,0.24707775283510022,0.10059402419159333,1.017347235312506,0.037481286528027076,0.4218656348170737,0.3811438322004928,0.574967520881349,0.37,0.02,0.74,0.92,0.6213927180995281,0.15905683746401023,0.2672533145258317,0.5128770143486222,0.22732876184605896,0.6077281644313002
Brokerage & Investment Banking,174,0.528032135995811,0.6499921032937924,0.11956051914049878,4.416442315504721,5.436511215963935,98.34600000000009,60.77400000000002,1.618224898805411,1.6089999999999998,0.9787999999999997,0.005718692742478557,2.605898041927287,0.7957445803487172,0.09418565652461935,0.102044231650486,-0.007858575125866643,5050.854,-39.69251560878404,0.0019606827671580264,0.08176645916364027,-0.07980577639648224,8825.129537071463,-704.2963145055161,0.546502942388694,0.44335045207563933,0.0819,0.13788807912643786,0.05733,0.453497057611306,186.37299999999993,11.791,185.35799999999998,173.56699999999998,0.03436389172999259,3844.0590000000007,4591.965000000002,747.9060000000013,0.11397397500821786,-0.17000000000000037,30.011000000000006,-9.793000000000003,0.001953232922326335,0.3,0.009996334677284993,5.727540654715141,0.011229890259896977,0.6082279838055318,0.05728635197136956,0.23729677419354844,0.08131884955752211,0.1357275,0.158,0.09418565652461935,0.09404747126807772,0.2672165050040946,0.06774149956091438,0.003205673609397385,0.0026917576509612106,0.002320596358996277,0.0026963788484360954,0.002324580348428086,0.002835758438382709,0.002463959938374699,0.005131470068774174,0.10763954797609807,0.00600964122856245,0.7327834949959053,0.0008781711597882762,0.10250807790732387,0.0005139159584361745,0.001226762533091617,9.424534939660804,11.600866362295724,16.361517405997482,20.10319784706784,,,,,0.33333333333333337,60.623809292081255,51.61960726616344,15.45110402895385,13.783888223636396,11.539457382316884,0.7303454039441066,1.42408862427407,1.2151141445006788,1.1260941005894003,1.6044764852579125,821.4119999999996,197.362,242.39099999999996,1.228154355955047,0.24027162982766273,0.28869868945211036,0.29509064878526253,0.34985133652791434,0.8298163146736756,0.4111606389734925,0.2213340610451893,0.42249783348465547,0.44335045207563933,1.0924916222783982,0.46,0.35,0.42,0.49,0.4496064271991623,0.10297756620606457,0.19844930950285986,0.016180307179059914,0.1671824575378541,0.045396194458735536
Building Materials,48,1.1784032928365842,1.2302158544096669,0.1669164990674582,7.059837100707104,7.37024716719276,294.063,132.08999999999997,2.226232114467409,-0.027,0.4822000000000912,0.030565548896952174,0.5501661862388435,2.010527197517673,0.13365845852213146,0.15850000263406058,-0.024841544111929126,1987.1319999999996,-49.36342723422594,0.12764745181169843,0.15018371947631656,-0.022536267664618137,2643.1346000000012,-59.56638881921342,0.9177989231865038,0.4131680590171852,0.0819,0.1767913471224162,0.05733,0.0822010768134962,64.339,0.472,109.598,109.126,0.05491633167801637,122.40400000000002,264.79499999999996,142.39099999999993,0.12677983788250036,17.632999999999967,53.815000000000005,11.908000000000008,0.011330454066657135,0,0,1.3441071637796804,0.1715718544183254,0.7577570529787612,0.10128063963541432,0.2039421052631579,0.18795035714285718,0.19968000000000002,0.24800000000000003,0.13365845852213146,0.13227573409077273,0.36957663902821447,0.04997973313983535,0.07738120552628541,0.07701425680464068,0.06339880259651653,0.07701425680464068,0.06339880259651653,0.07710499663724432,0.0634895424291202,0.10413026190353433,0.200898591556717,0.10569609796138352,0.6304233609717855,0.001565836057849184,0.09676832965318266,0.00036694872164474334,0.0028501565836057856,23.270794330986668,23.620563897754923,31.95174717356405,44.29221866421963,23.897126294556138,24.256474108985497,32.796953533319815,45.46386241500847,0.27083333333333337,27.53189580242095,27.731979717057932,32.37649257378048,40.011167266508444,39.80739428824442,1.6051368664614682,5.384881619809274,4.2027038425870575,2.359788893459545,2.5258330018249593,417.17399999999986,104.29800000000003,110.03899999999999,1.0550442002722962,0.2500107868659122,0.27928718366818056,0.26377243068839384,0.2970670971713039,0.08956327441320432,1.1576385264957796,0.01762110346010722,0.4092122630216721,0.4131680590171852,0.6096896745992763,0.95,0.68,1.04,1.36,1.0416806585673168,0.17273634142683236,0.1299849042941281,0.22459162370857574,0.1370604283627652,0.2103579650642236
Business & Consumer Services,58,0.6797117739924685,0.6668424341534406,0.12997639418648801,5.229501697186868,5.130488796270697,141.79699999999997,125.52300000000002,1.1296495462982874,-26.311,0.07959999999991396,-0.0015559103624124143,-0.022128621978277325,4.075905623109594,0.23087260275891575,0.10368376884312977,0.12718883391578598,1998.7560000000012,254.21944492218088,0.3282929391040242,0.10197250269757023,0.22632043640645394,1570.135962843397,355.3538563281854,0.9630824809229472,0.4091338974955671,0.0819,0.11995259371093127,0.05733,0.03691751907705276,157.7495,0,43.62299999999999,43.62299999999999,0.021825075196772376,93.17499999999998,27.222000000000005,-65.95299999999997,-0.10701096832814125,30.365999999999985,396.064,-16.247999999999934,0.08081065287721048,2.583,0.00652167326492688,0.4106611239173911,0.13481714734660222,0.6581498207854233,0.15194876213004463,0.13193,0.028905263157894753,0.20314285714285713,0.2086666666666667,0.23087260275891575,0.23083391824833754,0.24031325716132232,0.07210589953382375,0.09377229587641726,0.09150282371464033,0.08052682267819512,0.09150910014449383,0.08053234623400844,0.09152153817699708,0.0805447842665117,0.09522876448147935,0.11141992641559965,0.09526673485708606,0.7596867428386777,3.797037560670567e-05,0.016191161934120315,0.0022694721617769263,0.003855790076012632,23.72315038030722,23.731802149227832,27.000933420830883,35.14089831676199,26.18078333233839,26.191222343935568,27.25584384650705,35.47265652707845,0.3275862068965517,117.52231587206447,50.06468435776113,24.766461966661048,41.00978742927055,33.49479008429317,1.6051816334325797,6.111749686051577,7.536747333599321,2.514135761437288,2.4941577440726994,621.8709999999998,144.05000000000007,195.75900000000001,1.3589656369316203,0.2316396808984502,0.2307099096718795,0.31479036649079967,0.32326403223409356,0.03833266600558842,0.6494167221377357,0.044570438550426625,0.41405472303239793,0.4091338974955671,1.005785454283474,0.98,0.54,0.64,0.68,0.7039423547984938,0.12357980667203217,0.1829368944857952,0.005824780623420442,0.03816757154915696,0.09033308613524997
Cable TV,8,1.1618259794265093,1.2124034567248037,0.15330799741177706,7.578378160572453,7.908285785433313,207.31,272.43100000000004,0.7609633264936808,-0.428,0,-0.050339982459454806,-0.913698907173023,0.9801814741044851,-0.15620749641865456,0.1567668563393234,-0.31297435275797797,1380.766,-432.14434516022226,0.057708734855127036,0.1355474287432222,-0.07783869388809517,1328.4540000000002,-103.4051242504156,0.7866039979814834,0.3583417697554405,0.0819,0.06635571349823474,0.05733,0.2133960020185166,8.280000000000001,0,35.2,35.2,0.025493095861282795,286.854,208.406,-78.44799999999998,-0.23305308814354883,-58.736999999999966,137.34,-231.46,0.0529649210558893,199.498,1.4525848259793213,-0.061109338190461444,-0.003526542594805628,0.9994287190082645,-0.15611825804518398,0,-0.06180000000000001,0.046,,-0.15620749641865456,-0.15620749641865456,0.5887156849644352,-0.1656414202619409,0.06309834839331985,0.06305994965156983,0.05887556169927715,0.06305994965156983,0.05887556169927715,0.06305994965156983,0.05887556169927715,0.31158582195578616,0.4566132616966408,0.31158582195578616,0.41128431503556484,0,0.14502743974085464,3.839874175003034e-05,0.06392008146677051,4.142025618147087,4.142025618147087,16.847257404520658,19.282923425600497,3.4096134317910707,3.4096134317910707,16.847257404520658,19.282923425600497,0.5,13.997584559219383,18.82340205515048,20.181818181818183,,13.317965912265997,,1.1078387080069216,1.2293906555212122,0.952892423621063,1.0623872036961095,70.071,11.324,11.5,1.0155422112327799,0.1616075123803,,0.1641192504745187,,0.27128771601226964,1.0189108572301533,0.12300906050224547,0.42389128144034943,0.3583417697554405,0.6276999256738407,0.55,0.61,1.13,1.29,0.9483651958853019,0.15781306460093236,0.10550361485754836,0.005547082233209383,0.26309512289901293,-0.6343656451065414
Chemical (Basic),128,1.0529015054856072,1.1237262229713583,0.17773855114717163,5.923878070851272,6.322355030568956,1638.4330000000004,741.087,2.2108510876590746,29.028,4.49139999999943,0.03651505614599599,0.36157794125719617,1.4829760826656215,0.1884892240503383,0.14813856149511317,0.040350662555225125,13532.449999999999,546.0433234954562,0.15954216904347984,0.13752905303588095,0.022013116007598893,17190.19362347196,378.40972642657505,0.8831662093909157,0.3652512657774259,0.0819,0.2002887238776539,0.05733,0.11683379060908428,418.5282799999999,21.917,59.065999999999995,37.148999999999994,0.002745179180414485,1752.7740000000001,2303.8600000000006,551.0860000000005,0.09678492371868683,1.4309999999999832,359.63,-6.220000000000027,0.0149995797882091,0,0,0.7464332936788246,0.11908758671978847,0.8359176562234757,0.15756147039154036,0.3166841509433963,0.13059210526315784,0.15866249999999998,0.2279545454545455,0.1884892240503383,0.18730713550224443,0.384247755215367,0.10005713020139223,0.13469221672791432,0.13430049591556711,0.10740162097250212,0.1343062777910777,0.10740624480354506,0.13448246193453614,0.10758242894700351,0.15469951608789456,0.21889834425190702,0.15615381785005766,0.615752244784633,0.0014543017621630962,0.06419882816401247,0.00039172081234721583,0.0016887615353855388,11.137521650796351,11.236821660435453,13.647118924971338,18.14960777685119,11.968122788048749,12.080632914134435,13.914971783815172,18.50583126670651,0.1640625,392.5810467509071,25.893004482270495,22.250981063477823,18.05735465252765,16.17936198487494,0.7097626394162485,2.775474459270877,2.3952705197661235,1.6897039640373146,1.8688680658520886,3707.3089999999993,867.085,716.4240000000001,0.8262442551768282,0.23388527905281167,0.2381046153575355,0.193246368187815,0.19703912157159573,0.1322896974168202,1.028485589745833,0.02318917354811207,0.3721678361729783,0.3652512657774259,0.4553524591154071,0.85,0.59,1.04,1.22,0.9505803010971213,0.15983354427187857,0.1165006174721918,0.14090844081073423,0.1035765373276669,0.15116685023594656
Chemical (Diversified),10,1.0145342878319115,1.0269730418646388,0.18250809685180908,5.5588453626563314,5.626999895234835,678.43,188.09999999999994,3.6067517278043604,33.42,1.6743999999996504,0.06878813348519953,0.6980344888685315,1.9394418222297922,0.21307858066369775,0.13872447697342935,0.0743541036902684,3480.4999999999995,258.78945789397915,0.19416394175951318,0.13629664021068602,0.05786730154882716,3938.4012000000002,227.90464986066277,0.9701719716985724,0.2686853075841751,0.0819,0.2639336485670766,0.05733,0.02982802830142761,145.53199999999998,10.7,0.07600000000000001,-10.623999999999999,-0.003052434994971987,189.66,250.32999999999998,60.66999999999999,0.06441304186263788,6.846999999999994,174.39100000000002,-16.625999999999976,0.026754472093522757,0,0,1.1401458666663713,0.221375215652759,0.8037647312639896,0.17126504812526935,0.21142500000000003,0.19,0.1357,0.27149999999999996,0.21307858066369775,0.20742336216910928,0.35742246311352,0.09709228493251114,0.13672885327887097,0.13571344409096264,0.09989409963243091,0.13571344409096264,0.09989409963243091,0.1359326551719623,0.10011331071343058,0.1564562795386408,0.22617074479923546,0.16084377413822445,0.64257753688648,0.004387494599583676,0.06971446526059465,0.0010154091879083043,0.0012709634342720237,25.24562484922663,25.947205061653662,30.185133414365918,41.56993327372911,25.46944300420081,26.18368115408431,30.185670737589472,41.57067325689377,0.09999999999999998,30.319831651543065,34.5054995179871,35.971610328270934,41.14516700914621,41.30808230630242,1.521476328040605,8.177523690040838,7.225762034350318,4.010769019284394,4.0966013379940565,1023.6800000000001,281.06,218.53099999999998,0.7775243720202091,0.2745584557674273,0.2745584557674273,0.21347589090340727,0.21347589090340727,0.0307450938303287,1.0053366236862296,0.009065897777922891,0.24697833424449075,0.2686853075841751,0.5852535021531518,0.82,0.44,1.08,1.24,0.9189068575663824,0.15857696648932684,0.14849508398465625,0.1590497885655185,0.1422083447887619,0.15251037534529926
Chemical (Specialty),167,0.9064973703659718,0.9522584753747859,0.15223234457356694,5.954696243464233,6.255296652247269,2136.2280000000005,1159.7210000000005,1.842018899373211,149.75400000000002,-8.028399999999237,0.022489217526960082,0.23451832048916638,2.0349819285044326,0.20923449529376686,0.13145474965396667,0.0777797456398002,20167.29599999999,1568.6071531225593,0.1988031387849014,0.12452718538946429,0.07427595339543712,24434.150644543046,1814.869834531169,0.906541819070661,0.34693172890328877,0.0819,0.21169852924578414,0.05733,0.093458180929339,813.4962000000004,178.39799999999997,343.6199999999999,165.22199999999992,0.008192570783906776,2814.2590000000005,5314.297,2500.037999999999,0.21419294567112748,82.0780000000002,2623.8499999999995,19.32900000000018,0.05331787730940409,2.2239999999999998,0.0008476094288926579,1.0439432416321388,0.20753919314975397,0.8072144093860834,0.16889709954175325,0.2576266129032258,0.13004546511627912,0.18479999999999996,0.2657272727272726,0.20923449529376686,0.20267917132824884,0.330629181976047,0.08486393283759412,0.12436126460854013,0.12411463857158404,0.09783975212810764,0.12413308054163984,0.09785428996022622,0.12397161821797531,0.09769282763656169,0.13539855907888196,0.19599079340559417,0.1391870431130991,0.669370818023953,0.00378848403421712,0.060592234326712194,0.00024662603695609607,0.0016796433766991976,16.540833386825998,16.97530249401927,19.723951945806704,25.531944932551664,17.68721616120423,18.18210869545514,19.832193865151254,25.672060196049166,0.12574850299401197,48.838400171929386,40.407729452246464,27.12199478073881,28.810695042157754,26.041630694337087,0.9800134712203493,4.823273749300419,3.996859563799647,2.277820640747031,2.461831318380236,5898.6979999999985,1368.5129999999992,1241.274,0.9070239011247979,0.23200255378390275,0.23596274663884803,0.21043186140399123,0.2147058513196998,0.10309307189506983,0.8881639876886103,0.020224419040465576,0.36304539104576433,0.34693172890328877,0.5576804495189623,0.91,0.69,1.15,1.27,0.9852994740731944,0.1465767380441596,0.20010504181611524,0.20543021743133033,0.20120163574020122,0.2082825964736077
Coal & Related Energy,2,1.7203504311861701,1.2835435415789698,0.1842602826059367,9.336523350858803,6.965926261624084,1808.8,550.3,3.286934399418499,0,0.7860000000000582,0.08289084458369811,0.43299617791782347,4.038619711375637,0.550314047389585,0.16368878659563374,0.38662526079395126,6018.2,2326.7881445101575,0.7183733971257542,0.16081344782571316,0.557559949300041,3761.7059999999997,2097.37660664166,0.9729656677933687,0.31758402529766194,0.0819,0.31755582321822573,0.05733,0.027034332206631317,1309.2,0,0,0,0,3.695,49.728,46.033,0.09564463984441877,2121.699999999999,0,0,0,0,,0.41353881262033443,0.29707528166542035,0.6046982094870015,0.3327739191120269,0.258,0.0902,0.1516,0.125,0.550314047389585,0.5493614829423094,0.8008965185853173,0.21800146128579986,0.26056963816720535,0.26056963816720535,0.17782423221334326,0.26056963816720535,0.17782423221334326,0.2606213755833624,0.17787596962950034,0.2203579491972802,0.6763976013849303,0.22061531980437202,0.1991034814146827,0.0002573706070918438,0.45603965218765014,0,0.12254592847598422,2.8871793849065224,2.889683071259066,3.291388874854747,4.480025694699436,3.8874725878010867,3.8920130238671327,3.291388874854747,4.480025694699436,0,8.93953205380434,5.396505851849907,5.023856609222463,7.400222155765369,5.230139798906972,0.41841118391255777,2.2633573323228497,3.8633262941660322,1.1401781188907394,0.8576360081884664,4512.1,1197.4,835.0999999999999,0.697427760146985,0.2653753241284546,0.2653753241284546,0.18508011790518825,0.18508011790518825,0.02778549449534399,1.2590551133343495,0.2681403215819004,0.404264790045997,0.31758402529766194,0.19754546519951569,0.91,1.08,1.84,2.02,1.514070086237234,0.18357449582229557,0.11110379736836908,0.04136360345179403,0.06146615675252269,-0.03590681999196951
Computer Services,132,0.827526364767054,0.8271435015500548,0.14986193448204024,5.521925014695619,5.51937024174195,1553.5179999999993,2311.905999999999,0.6719641715536877,1856.9579999999999,-15.583800000000338,0.011830690502188625,0.08977514351713012,2.3636028584024564,0.2925888855182753,0.11928106270082033,0.17330782281745494,46232.924999999996,8012.527574232682,0.3466058355372805,0.11769293752563936,0.22891289801164116,38729.18188204914,8865.609262239816,0.9743648437017058,0.4266479848812222,0.0819,0.1605821249959914,0.05733,0.02563515629829416,6678.524400000001,2841.202,42.859000000000016,-2798.3430000000003,-0.0605270594495157,2865.4620000000004,2856.6879999999983,-8.774000000002161,-0.0010185151757486775,351.7310000000007,9085.346999999996,915.8309999999929,0.11767276078195545,6.1530000000000005,0.0006772443584158099,0.40001646110603395,0.13864803973032297,0.506290684574237,0.14813502714786064,0.17572234042553192,0.13645449999999992,0.19533333333333333,0.13110769230769231,0.2925888855182753,0.28665280415884914,0.31720911656442863,0.14777343403713375,0.17704636548199668,0.17489664809763508,0.14681137269144073,0.1748988829969692,0.1468132487058906,0.17472864341806413,0.14664300912698552,0.1991767897465608,0.2547131728333519,0.20238270739571257,0.6827908834355714,0.00320591764915176,0.0555363830867911,0.0021497173843615836,0.007536508058927642,18.076231459110666,18.37349178009572,20.479906860341334,27.18072446040041,17.80304893055745,18.08960394958256,20.600641815002316,27.340962666450746,0.3257575757575758,155.0173254097929,83.73002197670749,22.07683892856817,23.21241284296747,23.988655395551525,1.8296909184591048,7.039439753542227,8.093723787989866,3.5769748997724005,3.6030292424645616,17223.311000000012,4218.245000000002,4089.789,0.9695475250963371,0.24491487147854432,0.2467336043082236,0.23745660750131012,0.23894912814416147,0.026309607190776404,0.8121857008218432,0.018537976067420154,0.44174831641638385,0.4266479848812222,0.22270633791672223,0.59,0.58,0.77,0.81,0.7155052729534108,0.1396084853202595,0.24287310068160609,0.011742454056217039,0.06920961295725092,0.18547705791775773
Computers/Peripherals,6,0.3980565018131762,0.40701913549692065,0.10538469411649383,3.7771756624653534,3.8622224878974887,1.416,1.145,1.2366812227074235,0,0,0.0045590659802833,0.1367178137238407,1.8150229007633587,0.0781941688291864,0.07840296188385038,-0.00020879305466398046,26.203999999999997,-0.005471213204414943,0.07369470109030882,0.07662746690816163,-0.002932765817852817,32.75,-0.09604808053467975,0.9157453524817785,0.4393820534439486,0.0819,0.18269506918130254,0.05733,0.08425464751822154,0.458,0,0,0,0,1.035,1.47,0.43500000000000005,0.03843774851992578,1.5750000000000002,0,0,0,0,,1.085670609349466,0.08000817103854233,0.7764763299170327,0.06071592123339949,0,-0.597,,,0.0781941688291864,0.07819416882918641,0.3812119376871572,0.034470576360149385,0.04967867837555937,0.04967867837555937,0.04060262879290088,0.04967867837555937,0.04060262879290088,0.04967867837555937,0.04060262879290088,0.05676121261061202,0.17391743211870397,0.05676121261061202,0.6187880623128428,0,0.11715621950809192,0,0.008176037145452711,19.587924528301887,19.587924528301887,26.367084321029456,39.280894509836486,38.24333135743924,38.24333135743924,43.69556383338976,65.09634560231859,0.33333333333333337,50.47075382531424,56.44922904620985,,63.01331967213113,35.06194690265485,,4.823607843137254,4.0922584123560934,2.0692776151542676,2.1707378621176945,3.219,0.956,0.953,0.9968619246861925,0.296986641814228,0.3038785834738617,0.29605467536502017,0.3214165261382799,0.09200663403847095,0.38239135638636057,0.039354075000558375,0.42089458448613465,0.4393820534439486,,0.72,0.25,0.64,0.76,0.5536113003626353,0.09773780939655685,0.2730729114094411,0.18089902762356583,0.2114498166279735,0.231301100232159
Construction Supplies,92,1.0271036631421626,1.1671083153965978,0.2099964442204652,4.891052641176418,5.557752750190887,4110.001,2184.752,1.8812208433726119,89.38900000000001,18.402200000002267,0.04109920095676566,0.48172167480265604,0.9549563816174638,0.08022839058490958,0.15235963908808897,-0.0721312485031794,36271.898000000016,-2616.337288319977,0.08419729270831436,0.1352378350037491,-0.051040542295434754,51799.91563197425,-2643.8957847137335,0.8198266956641962,0.32928370385193195,0.0819,0.16816775396741457,0.05733,0.1801733043358038,358.9265999999999,63.126000000000005,119.592,56.465999999999994,0.001556742357402967,5344.6780000000035,7662.0289999999995,2317.350999999996,0.10435497364591666,185.59699999999998,4008.377000000001,-406.81499999999915,0.049378859924475466,58.894,0.014692729750719552,0.6326255287008192,0.053265356814775004,0.8766590516405983,0.07033294480481833,0.06651470588235292,0.12543830188679245,0.1716151515151515,0.26734117647058814,0.08022839058490958,0.07963994620147602,0.5144519561256004,0.05882822895259151,0.10595277708258447,0.10554575546438748,0.08779636282714746,0.10554618390659794,0.08779671921919369,0.10591819608611446,0.08816873139871019,0.1752996866980709,0.38893187856224765,0.17872128419424305,0.48554804387439965,0.0034215974961721665,0.21363219186417678,0.00040702161819698333,0.003361678350630505,16.132072638528452,16.505512912137906,23.11449580740472,28.59497818201698,13.729398261342718,13.997376348467716,23.2479810985188,28.760113040195655,0.3152173913043478,48.56648363839437,59.739147447299935,37.344888973233786,26.523365822978874,31.04856479849569,1.1613835626967677,2.431723824044305,2.079184481696404,2.0426697699015866,2.453735688481378,4282.396999999999,778.0819999999997,708.2379999999998,0.9102356821003443,0.18169310318496856,0.17562669704746903,0.16538354571049813,0.17563810472796276,0.21976998954618504,1.0115001510595694,0.015191759743956368,0.3482415704121762,0.32928370385193195,0.5717376829594257,1.13,0.8,1.04,1.19,1.0374207326284324,0.15749740039597948,0.06992234769842957,0.11663093889904828,0.10344921205514979,0.03644828658332699
Diversified,13,0.9360548898782636,1.005993951376492,0.20112134286315927,4.6541797929180735,5.001925390190732,164.443,222.017,0.7406775156857358,9.231,-2.249800000000164,-0.006211204372917328,-0.08691348277107402,0.6065620357371234,0.09441297398796117,0.13668321146893267,-0.0422702374809715,9556.229,-403.9440692525468,0.046292250889799005,0.12425456623609356,-0.07796231534629455,13428.814400000001,-1046.9414629796613,0.8433756491669525,0.2708056051163872,0.0819,0.16430046431988624,0.05733,0.1566243508330475,312.949,0.001,0,-0.001,-1.0464378783723161e-07,132.74,477.31,344.57,0.06961503734911303,-14.559000000000012,326.7,-18,0.01478835273503047,0,0,0.4658713714491578,0.021566234409499157,0.6531391039111891,0.061664805228087365,0.21759999999999993,0.08109999999999999,0.18466666666666667,0.204,0.09441297398796117,0.09392753372498272,0.3169316605218965,0.1107657086341521,0.09177795737451618,0.09165408391401836,0.07659527537013133,0.09165408391401836,0.07659527537013133,0.091377879244615,0.07631907070072796,0.10539667191665884,0.1869691257983485,0.10624659854403876,0.6830683394781035,0.0008499266273799143,0.08157245388168965,0.00012387346049780928,0.001499003917421458,31.260414092791898,31.48768579991893,40.16240489712814,51.50896991511621,34.72990633471301,35.009970891055204,40.25935624732103,51.63331167684853,0.07692307692307687,24.769395628218522,18.972279827575942,48.14300487224267,33.65417596335117,23.997562445822005,1.1763511002853926,2.37835693034761,2.100558067550805,3.272075226670631,3.6899344158163214,1336.4790000000003,188.755,211.916,1.1227040343302164,0.14123304593637456,0.1676617469290721,0.1585629104535125,0.18576428913926357,0.185711255699348,0.8902618049832649,0.0489213671016175,0.29996348554162783,0.2708056051163872,0.39252576623190694,1.09,0.7,1.32,1.31,1.0712109779756527,0.14629877341719344,0.23463143471371417,0.4523821946816913,0.2517966869435286,0.34064379087655383
