,number_of_firms,average_unlevered_beta,average_levered_beta,average_correlation_with_the_market,total_unlevered_beta,total_levered_beta,capital_expenditures_us_millions,depreciation_amort_us_millions,cap_exdeprecn,acquisitions_us_millions,net_rd_us_millions,net_cap_exsales,net_cap_ex_ebit_1t,sales_invested_capital,roe,cost_of_equity,roe_coe,bv_of_equity,equity_eva,roc,cost_of_capital,roc_wacc,bv_of_capital,eva,ede,std_dev_in_stock,cost_of_debt,tax_rate,aftertax_cost_of_debt,dde,dividends_in_millions,buybacks_in_millions,equity_issuance_in_millions,net_equity_change_in_millions,net_equity_change_as_of_book_equity,debt_repaid_in_millions,debt_raised_in_millions,net_debt_change_in_millions,net_change_in_debt_as_of_total_debt,change_in_lease_debt_in_millions,goodwill_in_millions,change_in_goodwill_in_last_year,goodwill_as_of_total_assets,impairment_of_goodwill_in_ltm_in_millioins,impairment_as_of_goodwill,reinvestment_rate,expected_growth_in_ebit,retention_ratio,fundamental_growth_,cagr_in_net_income_last_5_years,cagr_in_revenues_last_5_years,expected_growth_in_revenues_next_2_years,expected_growth_in_eps_next_5_years,roe_unadjusted,roe_adjusted_for_rd,gross_margin,net_margin,pretax_prestock_compensation_operating_margin,pretax_unadjusted_operating_margin,aftertax_unadjusted_operating_margin,pretax_lease_adjusted_margin,aftertax_lease_adjusted_margin,pretax_lease_rd_adj_margin,aftertax_lease_rd_adj_margin,ebitdasales,ebitdasgasales,ebitdardsales,cogssales,rdsales,sga_sales,stockbased_compensationsales,lease_expensesales,evebitdard,evebitda,evebit,evebit_1t,evebitdard,evebitda,evebit,evebit_1t,_of_money_losing_firms_trailing,current_pe,trailing_pe,forward_pe,aggregate_mkt_cap_net_income_all_firms,aggregate_mkt_cap_trailing_net_income_only_money_making_firms,peg_ratio,pbv,ev_invested_capital,pricesales,evsales,total_taxable_income,total_taxes_paid_accrual,total_cash_taxes_paid,cash_taxesaccrual_taxes,average_across_only_moneymaking_companies,aggregate_tax_rate,average_across_only_moneymaking_companies,aggregate_tax_rate,de_ratio,unlevered_beta,cashfirm_value,hilo_risk,standard_deviation_of_equity,standard_deviation_in_operating_income_last_10_years,cost_of_equity,ede,cost_of_debt,aftertax_cost_of_debt,dde,cost_of_capital,cost_of_capital_local_currency,acc_rec_sales,inventorysales,acc_pay_sales,noncash_wc_sales
Office Equipment & Services,27,0.8611869180714553,0.668775212,0.181168557,4.753512046085653,3.691452993137214,198.254,67.158,2.9520533666875126,82.686,-25.544599999999946,0.020073303119168225,0.4394929881144872,1.3936269737353661,0.06222601657633133,0.0866843051792,-0.024458288602868673,8228.6,-201.25747359756517,0.062000456790467,0.0819431287613978,-0.019942671970930796,6728.8450760000005,-134.1911500938809,0.8916379443611205,0.193187029,0.055900000000000005,0.277538929,0.0429312,0.10836205563887949,110.85755,43.3,7.443,-35.857,-0.00435760639720001,94.919,70.381,-24.537999999999997,-0.031222762154520734,-133.10000000000002,102.694,74.693,0.009886020139009223,0,0,0.8580467318779265,0.053199289323998804,0.7834953020606094,0.0487537916535012,0.0730875,0.01018259259,0.047565,0.125,0.06222601657633133,0.056217922086134256,0.3671810183950946,0.054602292721940816,0.06448637696614236,0.06448637696614236,0.04658889696786894,0.06534966726739536,0.04721259060349609,0.06262563634230872,0.04448855967840946,0.11566654225539856,0.40942713942948544,0.12940143961610237,0.6328189816049055,0.013734897360703813,0.29376059717408687,0,0.009337030125299921,5.1612801694330015,5.891069175236907,8.756615453350628,12.528894911599114,4.440409733473318,4.967689020460733,8.7926294964241,12.580423514563705,0.14814814814814814,24.74600299,14.20231531,12.62742252,12.289411863030274,12.897757871857358,1.0318206297485886,0.9808416229227691,0.9222204356318174,0.7213095174620101,0.5745954119968009,748.551,225.38,148.453,0.6586786760138433,0.30108836939634037,0.30341226084588,0.19832048851714845,0.19919010630861028,0.12153145379711654,0.6116830656465166,0.289720904009641,0.151725513,0.193187029,0.1878866550853585,0.0866843051792,0.8916379443611205,0.055900000000000005,0.0429312,0.10836205563887946,0.0819431287613978,0.06808572908268062,0.208593974940016,0.15859557451346307,0.13557739269528124,0.19326099706744865
Oil/Gas (Integrated),0,,0,0,,,0,0,,0,0,,,,,0.0388,,0,,,,,0,,,0,0.055900000000000005,0,0.0429312,,0,0,0,0,,0,0,0,,0,0,0,,0,,,,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,0,0,,,,,,,,,0,0,,0.0388,,0.055900000000000005,0.0429312,,,,,,,
Oil/Gas (Production and Exploration),2,0.7780461794244761,1.057734066,0.109352823,7.115007716119739,9.672672702743121,156.9,169,0.9284023668639053,0,-1.22400000000016,-0.0008220124622123607,-0.003328622395812467,0.43073121803452824,0.10983888638700874,0.1145337591256,-0.00469487273859126,29755.4,-139.6978162858784,0.1425874244609969,0.08760491804318529,0.054982506417811605,37631.35645,2069.066297523081,0.590055293296311,0.27657379,0.0636,0.316421963,0.0488448,0.40994470670368893,589.288,55.3,0,-55.3,-0.0018584861907418484,77.1,5.53,-71.57,-0.006725618809555133,0,295.6,15.100000000000023,0.005818611288814527,0,0,0.018730620890755938,0.0026707509913682327,0.819695866352538,0.09003448113619712,0.573,0.0197,0.2435,0.285,0.10983888638700874,0.109747221111824,0.5488802517120118,0.20163489419458328,0.4834289592201863,0.4834289592201863,0.330461418972688,0.484379585970757,0.3311112465407628,0.4843040723672034,0.33103573293720917,0.44810290579307793,0.5004380282559072,0.4483533839225122,0.4511197482879882,0.0002504781294342649,0.05233512246282929,0,0,2.4237812270928014,2.4248121544125194,2.9479997931386905,5.782283880610206,3.1848782019880666,3.1866584679140333,2.9479997931386905,5.782283880610206,0,7.136640512,3.787460472,4.309678083,9.159453032104638,4.713826760089343,0.16539743017857345,0.48223944508438926,0.5873822993772114,0.9504719600222099,1.427950919242396,9464.9,6220.5,6.3,0.0010127803231251508,0.6572177202083488,0.6572177202083488,0.0006656171750361864,0.0006656171750361864,0.694756425984344,0.6897187879052002,0.1135246131336472,0.300648123,0.27657379,0.4115044690701321,0.1145337591256,0.590055293296311,0.0636,0.0488448,0.409944706703689,0.08760491804318529,0.07367500283672102,0.11140107347769758,0.03451786044789931,0.025720278857424887,0.07713615892405452
Oil/Gas Distribution,3,0.535314232147782,0.718267535,0.25691034,2.0836616858153,2.795790683239919,238.35,113.907,2.0924965103110433,132.8,-4.840000000000032,0.042699835901947175,1.2289250124289508,1.6374677517560539,0.08891876186417697,0.09022795550599999,-0.0013091936418230254,2581.3,-3.379421547637776,0.05601876759458466,0.07300993872451214,-0.016991171129927478,3609.903153,-61.33648223508778,0.6359577607960107,0.171370077,0.055900000000000005,0.302330367,0.0429312,0.3640422392039892,36.63863,0.076,0,-0.076,-2.9442528958276835e-05,166.149,486.8,320.651,0.22566753466113026,-60.10000000000002,187.5,71.1,0.03638304065198409,0,0,2.7151665305327857,0.15210028285451088,0.8403726375225464,0.07472489443303762,-0.0191,0.02845333333,0.132,0.0542,0.08891876186417697,0.08552429239178429,0.2431188780430038,0.038829659454247094,0.0502004703016359,0.0502004703016359,0.03502334369176972,0.050209160630001186,0.03502940666997098,0.04939036209842499,0.034210608138394785,0.10454906870125695,0.27828492158819845,0.10678215560555565,0.7568811219569962,0.002233086904298692,0.17373585288694152,0,0.01417993266904637,6.815675230280571,6.978217078590786,13.014000915216641,18.805850167417354,6.119206516159696,6.249908014563107,13.014000915216641,18.805850167417354,0,7.976078313,26.04303832,10.63196126,10.02015055889286,11.482359296985962,2.1185164754586645,1.1461187214611872,1.1411130805573317,0.44585610123327296,0.6534220623910947,343.56,105.969,106.81,1.0079362832526495,0.3084439399231575,0.3084439399231575,0.31089183839795087,0.31089183839795087,0.5724314752418895,0.49892600576934093,0.06797545104012,0.146424904,0.171370077,0.2825301624149259,0.09022795550599999,0.6359577607960107,0.055900000000000005,0.0429312,0.36404223920398926,0.07300993872451214,0.05926695428764672,0.18998392854121904,0.09952123970157838,0.12573971003704892,0.1361343912300587
Oilfield Svcs/Equip.,19,0.3271941567170767,0.751222332,0.161781021,2.022450808473243,4.643451545530795,3163.478,465.706,6.7928650264329855,1674.855,-65.47659999999996,0.021494660657221592,0.5167551410298219,2.488806315371614,0.1878917006757095,0.09258751897119999,0.09530418170450952,44132.87,4206.047061621497,0.10560543374672446,0.059709070556387744,0.045896363190336714,80513.43279,3695.2737530306053,0.3378798691485507,0.212370584,0.055900000000000005,0.274894935,0.0429312,0.6621201308514493,939.76704,680.961,13.961,-667,-0.015113451719772585,3285.657,11060.741,7775.084,0.16832374096825697,196.5999999999999,2865.322,-211.85799999999972,0.019996650152383173,0,0,2.116273971762197,0.22349003071485013,0.886668551168568,0.16659766201472961,0.1598875,0.07037222222,0.06736,-0.1245,0.1878917006757095,0.181104356063056,0.12407814980102538,0.04138189024042738,0.05889928224213771,0.05888401143533907,0.042697094939282275,0.05896927603500388,0.04275892073236443,0.05864251769891498,0.042432162396275536,0.07918317053289227,0.14228229393867745,0.08112164974218786,0.8759218501989746,0.0019384792092955897,0.06309912340578516,1.5270806798643035e-05,0.0012326435553153038,3.895378029860257,3.9905723737595586,5.367956757617018,7.610076411008659,3.9399888744293725,4.036443543603862,5.420083456168812,7.683975694655063,0.1578947368421053,9.482720788,10.88469222,4.313660881,2.96640972968219,2.664201746165765,,0.5094642125024276,0.7516402395756957,0.11782525346295486,0.31961839745957654,12581.23,3589.66,2416.009,0.673046750945772,0.2853186850570254,0.29418112280856135,0.19203281396175095,0.19685032505440658,1.9596317842787623,0.29988948846063157,0.0834509654157893,0.19970446,0.212370584,0.9451976811563468,0.09258751897119999,0.3378798691485507,0.055900000000000005,0.0429312,0.6621201308514493,0.059709070556387744,0.046136442066502914,0.11861767359339151,0.1767454157886369,0.1304368937901414,0.1647046241699743
Packaging & Container,31,0.6426055680326487,0.810653048,0.218282939,2.9439111044434334,3.7137719132506275,1055.328,437.043,2.414700612983162,261.75,-36.27759999999989,0.039750002355535045,1.8132253252177042,1.0603193481307742,0.036430157884049144,0.0968427582368,-0.06041260035275085,15758.4,-952.005921398789,0.021937980505581975,0.07500266381532625,-0.05306468330974427,20019.06316,-1062.3052467431685,0.5948903141411015,0.160976703,0.055900000000000005,0.295011793,0.0429312,0.40510968585889856,264.07549,40.21,2.88,-37.33,-0.0023688953193217585,1010.89,1629.065,618.1750000000001,0.10163015976407436,-40.454999999999984,243.768,27.018,0.009294827310094485,0,0,3.0051598948068707,0.0659271391884299,0.5400030831886093,0.019672397578434364,0.00945541667,0.01429034483,0.06955,,0.036430157884049144,0.032885485343524694,0.16835574232331132,0.027045358182657613,0.03148483506543677,0.03148483506543677,0.022196437420472993,0.031772216403003775,0.022399037874369622,0.03006315324639839,0.020689974717764237,0.11196046469995195,0.24014491251542877,0.1204424637012051,0.8316442576766887,0.008481999001253146,0.12818444781547683,0,0.0019663535375425176,6.338668459207501,6.976905451112681,18.498205824418328,26.809686574376332,4.879749055771295,5.249433361104799,18.498205824418328,26.809686574376332,0.19354838709677424,11.52008964,12.58469801,12.17048836,10.240927913645875,13.317969368608832,,0.6870299130389442,0.7378133087765872,0.42210622520799373,0.587728998520724,935.613,272.952,313.87,1.1499091415340426,0.29173600623334645,0.30711732932862773,0.33546990048235753,0.3691142176065142,0.6809821512118467,0.5322758280767296,0.17169122933947814,0.158497999,0.160976703,0.22851305461637705,0.0968427582368,0.5948903141411015,0.055900000000000005,0.0429312,0.4051096858588985,0.07500266381532623,0.06123415679109079,0.2755490752169448,0.14513063797310924,0.1624815090499656,0.21039973429564793
Paper/Forest Products,16,0.33070794781030566,0.777872926,0.192663509,1.7165053700454798,4.037468901285298,1829.361,105.898,17.274745509830215,141.742,-39.68319989999998,0.060486998187565436,2.6091562851195316,0.8504143694481403,0.03530978094530191,0.0944957015016,-0.05918592055629809,18296.8,-1082.9129512344748,0.019363271273557327,0.059724087485682226,-0.040360816212124895,35489.052260000004,-1432.3671158083557,0.3256676007070708,0.209059841,0.055900000000000005,0.295990401,0.0429312,0.6743323992929292,204.45253,37.602,2.866,-34.736,-0.0018984740501071225,1792.364,2876.13,1083.766,0.0646329258850346,-7.490000000000009,583.01,-57.289999999999964,0.013718527930726152,0,0,4.032359362735879,0.07807966821312358,0.6835374487660513,0.024135557583839798,0.02638769231,0.02770866667,0.05856,,0.03530978094530191,0.03216834902547917,0.19582245430809397,0.021406475725967846,0.033423678943950375,0.033423678943950375,0.023530590810435247,0.034209882837868286,0.02408408589852463,0.03289501623901605,0.022769219299672395,0.1222273395978847,0.2816987183735139,0.12770625969172045,0.804177545691906,0.005478920093835734,0.1594713787756292,0,0.00033690739685358705,8.072394703855808,8.573533738553895,22.118078633081208,32.63901515580771,5.924978779137498,6.190569811351444,22.118078633081208,32.63901515580771,0.125,9.846432223,12.03137893,8.026425836,6.404685935935936,9.147258733569894,,0.5079355234840638,0.7428757255863654,0.27136154590396416,0.756656878636466,1263.91,398.881,438.286,1.0987888618410002,0.31559288240460154,0.38675192864648744,0.3467699440624728,0.37444020127978406,2.07061555349337,0.300310050313684,0.09191765029505096,0.203155833,0.209059841,0.28021530417655804,0.0944957015016,0.3256676007070708,0.055900000000000005,0.0429312,0.6743323992929292,0.059724087485682226,0.04615126666074243,0.22188804654676544,0.19168665756583744,0.1438860319942744,0.2299734927303814
Power,25,0.09725651614727139,0.355017382,0.116397393,0.835555794168615,3.0500458201843057,20580.208,14683.398,1.4015970962579642,437.815,-207.27239999999983,0.030034363765946415,,0.5528819652186383,-0.03345074329505694,0.0642192445512,-0.09766998784625694,129778.88,-12675.501632300839,-0.009587691464068477,0.04724866546290067,-0.056836356926969145,368996.3009,-20972.405462683706,0.20281174499220478,0.190132609,0.055900000000000005,0.17112647,0.0429312,0.7971882550077952,1395.77933,141.379,0.062,-141.31699999999998,-0.0010889059914833599,76593.02,100566.91,23973.89,0.10718432453133804,0,71.67,-27.474000000000004,0.0001702636961072165,0,0,,,0.99593133001,-0.03331464325966915,-0.010519,0.05619208333,0.162182353,0.03325,-0.03345074329505694,-0.034457713934585125,0.01676401416783572,-0.021279203024929,-0.019693017154923696,-0.019693017154923696,-0.01632302064555216,-0.0196957846963454,-0.01632531458737979,-0.020711769097217114,-0.017341298988251506,0.10468861053843069,0.14065522809019496,0.10787080035723494,0.9832359858321643,0.0031821898188042434,0.035966617551764266,0,0,16.82689038729547,17.782094004254493,,,11.594142570823216,11.946566413845707,,,0.4,26.11697521,19.28296976,12.7559662,29.37345645594551,10.248880981516068,3.082370220004832,0.5504383549467345,0.8397767099154754,0.2792525319663509,1.2506694385705897,3049.09,748.133,953.88,1.2750139346880836,0.24536271477719582,,0.3128408803938224,,3.930680913171156,0.08833996610006396,0.09168074696101058,0.210618371,0.190132609,0.9420895543160266,0.0642192445512,0.20281174499220478,0.055900000000000005,0.0429312,0.7971882550077952,0.04724866546290067,0.03383562836830212,0.1211624938606372,0.06400685451891415,0.07572243511882179,0.06159411679935531
Precious Metals,2,0.6452551297981901,1.018067481,0.309192091,2.086906970069264,3.2926698665135006,50.484,2.678,18.85138162808066,0,-0.35200000000000387,0.02278375264067601,0.3657040018858532,1.091151031270792,0.1133572955119487,0.1116936316396,0.001663663872348703,1029.4,1.712575590195755,0.08060735271827997,0.08022822106859481,0.00037913164968515767,1908.81,0.7236902842355258,0.5424040450471156,0.220573214,0.055900000000000005,0.143576826,0.0429312,0.4575959549528844,49.6626,28.4,0,-28.4,-0.027588886730134054,-6.19,52.28,58.47,0.05873430436966348,-7.099999999999998,6.93,-2.3900000000000006,0.0033945628214548124,0,0,0.7699944229869984,0.06206721204482144,0.5744056902905134,0.06511307557800661,0,0.08845,0.108,,0.1133572955119487,0.11214057815949029,0.1184943345496447,0.05602554253888995,0.08645573266756289,0.08645573266756289,0.0740426929816497,0.08645573266756289,0.0740426929816497,0.08628672940272708,0.07387368971681389,0.1194209717687728,0.14918859227962358,0.12060687536009217,0.8815056654503552,0.0011859035913193777,0.029767620510850776,0,0.0011935855579028232,10.220314033366044,10.345701087766354,11.567168323429778,16.051857915624474,8.291799363057326,8.374140634422869,11.567168323429778,16.051857915624474,0,10.42540506,13.70960442,8.848484848,7.43073047858942,10.112263261633387,,1.4844634545225814,1.2260286067455415,0.5665450355290954,1.0000480122911466,160.83,45.6,39.173,0.8590570175438597,0.2835291923148666,0.27445128396443447,0.24356774233662873,0.24356774233662873,0.8436440677966102,0.6177898919129626,0.04256492760284992,0.168826732,0.220573214,0.45911149329073525,0.1116936316396,0.5424040450471156,0.055900000000000005,0.0429312,0.4575959549528844,0.08022822106859481,0.06639278572485918,0.42357403495294793,0.24092567697330516,0.07034280775878624,0.6398934127136546
Publishing & Newspapers,51,1.004121427527183,0.812419023,0.195188702,5.144362441260474,4.162223605544547,927.577,166.256,5.579209171398325,122.128,-77.33820000000014,0.027237797893584447,0.757904389813484,1.0730792891699699,0.07390619532890326,0.0969692020468,-0.02306300671789674,28348.503,-653.8017151313159,0.03605442123157685,0.08329379504967191,-0.04723937381809506,27579.78865,-1302.8519458614053,0.746929818291868,0.221315963,0.055900000000000005,0.265972167,0.0429312,0.25307018170813195,181.01533,219.987,248.256,28.269000000000005,0.0009971955132868924,987.176,400.342,-586.8340000000001,-0.11993504099382539,-49.420000000000016,358.951,-53.34899999999999,0.00929799130791121,0,0,1.1998072178815802,0.0432583548301888,0.9136018624142654,0.0675208376964385,0.061665609760000004,0.02455541667,0.111257143,-0.027,0.07390619532890326,0.06773752458592089,0.24081729193486806,0.07079265964528152,0.050183035819876806,0.05018810419221972,0.036839465362593256,0.04933357901423537,0.03621222009795347,0.04672038705470125,0.03359902813841935,0.10183295996323741,0.2765397546232003,0.11666548404645333,0.7591827080651319,0.014832524083215917,0.17470679465996292,-5.0683723429057995e-06,0.0017637597861822655,4.548548656793663,5.263783902380487,10.06455152346086,13.81590952098593,4.268471986098038,4.890198130120444,10.094206833304325,13.856618247714493,0.0980392156862745,35.80949327,16.35327311,19.99522725,7.760923192518864,8.0609115557253,,0.7232102937529209,0.6584724628933922,0.5793531405324495,0.4979833503968536,3074.093,849.416,649.167,0.7642509677237066,0.2763143470285382,0.2781018083130532,0.21117350711250443,0.21257010716802405,0.33881386913548417,0.6446700426691431,0.35797601266536977,0.223193945,0.221315963,0.20332756442561545,0.0969692020468,0.746929818291868,0.055900000000000005,0.0429312,0.253070181708132,0.08329379504967191,0.06941909619681907,0.21853257105013296,0.09543596449436229,0.13702141894152112,0.12136264879896469
R.E.I.T.,61,0.5384142635609598,0.741628318,0.249029303,2.1620518431959783,2.9780765117428767,4176.407,1510.49,2.7649352196969197,0.345,0,0.2531653958999972,0.532192118857084,0.06821147559535963,0.051570798607067,0.0919005875688,-0.040329788961733,87490.21,-3528.4617055177023,0.03246611678225338,0.07459983511806506,-0.04213371833581168,154397.7741,-6505.35232560568,0.6467026991826661,0.132457348,0.055900000000000005,0.001177422,0.0429312,0.35329730081733396,2993.0682,27.29,2676.4,2649.11,0.030278930636924977,7884.21,10522.82,2638.6099999999997,0.04026432807078047,14.510000000000002,904.3,-319.29999999999995,0.006070427158566163,0,0,0.5356156980937219,0.017389361804718947,0.33663386481203195,0.01736047724653992,0.07719979167,0.06858229167,0.047872381,0.1904875,0.051570798607067,0.051570798607067,0.5115242553433919,0.42841516564277365,0.47813838221749566,0.4771224018914325,0.47656062747875266,0.47652375029672317,0.47596268074960135,0.47652375029672317,0.47596268074960135,0.684229516602258,0.6894282974258666,0.684229516602258,0.48847574465660815,0,0.005198780823608724,0.0010159803260632186,0.0005237521008004405,26.241997994191312,26.241997994191312,35.37041821341873,35.431443103133766,25.004685488683197,25.004685488683197,35.903654023665666,35.965598909754966,0,30.39061524,30.07193351,27.65924917,25.84084659181381,26.616311387119513,1.3972733847165568,1.5635083480017913,1.3249032472450404,11.402831451712448,17.108943864713197,4518.84,7.616,3.815,0.5009191176470589,0.0016853882854891962,0.0014713953138416054,0.0008442432128599374,0.0008442432128599374,0.5463055918335398,0.5224343530994988,0.029679582327134565,0.121941955,0.132457348,0.37695852859569035,0.0919005875688,0.6467026991826661,0.055900000000000005,0.0429312,0.3532973008173339,0.07459983511806506,0.060836487476158885,0.016821690705204288,8.545628910812118e-07,0.0487594595364471,0.14904080063047753
Real Estate (Development),16,0.6582971674255469,1.015087373,0.221324875,2.9743478559540444,4.586413402470011,178.935,6.76,26.46967455621302,38.7,0,0.0479140489558316,0.6358261293406218,0.7699404012271707,0.10075820807820461,0.1114802559068,-0.010722047828595385,2995.22,-32.114892097165466,0.06604327734477791,0.07452526980484293,-0.008481992460065021,5716.16971,-48.48450838067206,0.46089722734910543,0.201380467,0.055900000000000005,0.233158811,0.0429312,0.5391027726508946,77.01065,14.703,1.324,-13.379,-0.004466783742095739,1275.605,1517.04,241.43499999999995,0.06379119470932182,41.51,25.058,-5.471,0.003488174617536924,0,0,1.1152247087573954,0.07365309474221383,0.7448229415526537,0.07504702492638271,6.153846e-05,0.05046923077,0.07865,0.145,0.10075820807820461,0.1007582080782046,0.24272967501380335,0.06857201933148684,0.1147683198102297,0.11474832485441173,0.08799374186711535,0.1118577490678488,0.08577712929405282,0.1118577490678488,0.08577712929405282,0.1334938231491601,0.25355671637382393,0.1334938231491601,0.7572703249861966,0,0.12006289322466378,1.9994955817964106e-05,2.3175971516276577e-05,10.070815664592097,10.070815664592097,12.897808608536657,19.145093993416122,10.847320708536376,10.847320708536376,12.945462646751839,19.215830121427175,0.1875,11.22062027,12.86574208,10.75477763,11.927217674105641,11.543241141913276,0.7960855959940191,1.3655801904071359,1.1845974874925014,0.8216268168711985,1.448050312307577,452.64,144.743,123.556,0.8536233185715372,0.3197750972074938,0.32061444969615127,0.27296747967479673,0.278091379698402,1.1696810930098145,0.5347307114601726,0.1877061942232186,0.174719054,0.201380467,0.39616084325124784,0.1114802559068,0.46089722734910543,0.055900000000000005,0.0429312,0.5391027726508946,0.07452526980484293,0.06076287718665285,0.018837066103778364,0.8544708039562747,0.045095896262533776,0.7915725805535422
Real Estate (General/Diversified),55,0.4330800101480902,0.957390992,0.235786298,1.8367479952040733,4.060418269088732,10754.535,484.658,22.189946312657586,79.969,-19.53559999999925,0.10241996734755227,1.156924851072307,0.39172611657655226,0.07445984411627617,0.1073491950272,-0.032889350910923834,99463.88,-3271.302452282019,0.03628598504040042,0.06636269896369346,-0.030076713923293037,257481.607,-7744.200634248766,0.3637415128148537,0.195465255,0.055900000000000005,0.281608207,0.0429312,0.6362584871851463,1811.43035,510.734,53.699,-457.03499999999997,-0.004594984631606971,23221.571,28120.257,4898.6860000000015,0.040254703454280394,-554.46,1168.728,-444.08799999999997,0.004462122311222425,0,0,1.5095841476396707,0.05477674779847871,0.7554125773943383,0.05624790275625684,0.02612673913,0.050889375,0.051966667,0.0776125,0.07445984411627617,0.07403688306478105,0.2230028136388364,0.07342750663850812,0.11767313981729739,0.11767313981729739,0.08453541790128798,0.12921179614537726,0.09282469390962804,0.12901811024082643,0.09263100800507722,0.17538157727364254,0.27595456655893225,0.1762907279401901,0.7769971863611635,0.0009091506665475603,0.10057298928528974,0,0.003054105365663493,9.907249629335956,9.947907935353427,17.05568949285248,24.893843866284797,12.52710021093766,12.59203873916695,17.09140868749481,24.945978261369103,0.07272727272727275,10.93901651,84.99969991,13.31086256,10.265832425718196,11.505754804578919,1.4824615628383209,0.9788602475025168,0.9955717468282922,0.8515225762814975,2.208411615165909,11304.442,3516.985,3350.384,0.9526295960886952,0.31111531201628534,0.31243096361854245,0.2963776540230823,0.29732258420918817,1.749205039208723,0.40854966884959165,0.05664159213931512,0.18269413,0.195465255,0.22229991063741975,0.1073491950272,0.3637415128148537,0.055900000000000005,0.0429312,0.6362584871851463,0.06636269896369346,0.052704851587803914,0.1134056570410323,0.5987937907802392,0.04728913001858872,0.6050081760007979
Real Estate (Operations & Services),42,0.5174423935815009,1.003712393,0.246043923,2.1030488673418724,4.079403306376317,798.337,103.13,7.741074372151654,1.43,0.0866000000000895,0.04675379161278677,0.2670229049820325,0.35621178108900253,0.09345690983780314,0.1106658073388,-0.01720889750099687,13963.28,-240.2926542977196,0.05403934161121445,0.06998987203662776,-0.015950530425413313,41834.57929,-667.2837297995108,0.39948075436953057,0.2041566,0.055900000000000005,0.308207506,0.0429312,0.6005192456304694,398.30072,26.451,12.052,-14.399000000000001,-0.0010312047026200149,1245.515,1808.523,563.0079999999998,0.02536992246016437,-13.890000000000043,441.937,-162.481,0.010640577003735326,0,0,0.3843921106331868,0.02077229657916252,0.6947805343438329,0.06493204175523228,0.02808787879,0.049433235289999995,0.072516667,0.094,0.09345690983780314,0.09345788181653228,0.24483742753474877,0.08756996558173182,0.12169666158232771,0.12169666158232771,0.08418883702751247,0.21928518323416302,0.1516998438068086,0.21929099454635867,0.15170565511900425,0.2056432807206027,0.31891421067147496,0.2056726057024675,0.7551625724652512,2.932498186481385e-05,0.11327092995087228,0,0.0041944789849932594,7.898847547508893,7.899507811932134,12.63788304185316,15.827608503346156,13.527015452570325,13.528944421420858,12.68729822268377,15.889495777798592,0.0714285714285714,19.76297951,20.73233683,23.70933606,13.080902963943736,12.902354514785525,1.3725909058282473,1.4008065658357842,1.1590058060136443,1.2344475260653458,2.7821365155076814,1874.812,604.724,229.112,0.37887036069347335,0.32255180786126825,0.31186731670257234,0.12220531978673062,0.12223491990324153,1.5032495034165592,0.46586884852477634,0.09967011921801765,0.195812738,0.2041566,0.2358774137680302,0.1106658073388,0.39948075436953057,0.055900000000000005,0.0429312,0.6005192456304694,0.06998987203662776,0.056285568256848606,0.07672059465963225,0.1913399369345127,0.02084878710667113,0.1947902190113119
Recreation,50,1.1201627965660474,1.062285241,0.239169345,4.6835550624853175,4.441561024469921,1358.058,271.568,5.00080274553703,54.827,-217.73800000000028,0.027817303985350098,0.2659519467344351,0.8647788624010503,0.09676229168501041,0.11485962325560001,-0.018097331570589598,38728.01,-700.8736380391097,0.08356399851532824,0.10920872529862821,-0.025644726783299973,38393.16783,-984.5822993457318,0.9214372051936804,0.242351794,0.055900000000000005,0.267537879,0.0429312,0.07856279480631957,950.0726,380.258,33.344,-346.914,-0.008957702706645655,2454.568,2163.641,-290.92700000000013,-0.03668355458268608,7.865000000000009,375.442,-126.17000000000002,0.007513137514658385,0,0,0.5271030579626965,0.04404683915301975,0.7464722711226497,0.072230367633142,0.1038138889,0.01105372093,0.13866,0.238584,0.09676229168501041,0.08298922764922674,0.3747518191894367,0.11286838586092238,0.13771276083080333,0.13771276083080333,0.10086938088689593,0.14087901167413622,0.10318853969522156,0.1343209542311214,0.09663048225220676,0.18526071032721317,0.3981983398390439,0.219962290973929,0.6252481808105633,0.03470158064671582,0.21293762951183076,0,0.0016404028721507397,13.103773001830467,15.403272504235362,21.621160513906556,29.12147943717219,13.858537059604826,16.454409333709645,21.63811007014197,29.1443087461291,0.07999999999999996,62.57121582,30.70748304,23.6998783,33.4012540683904,27.56623412144084,1.155410007437248,3.1638363284166666,3.069120783552765,3.1558539347501324,3.048355561177775,5126.91,1332.01,813.066,0.6104053272873327,0.2598075644003893,0.2632000407239464,0.15858792137954442,0.15918873199727462,0.0852611489567606,0.9970010514395512,0.10994986220222537,0.250432906,0.242351794,0.19528484158452586,0.11485962325560001,0.9214372051936804,0.055900000000000005,0.0429312,0.07856279480631956,0.10920872529862821,0.09500211108298084,0.11363365018553323,0.18363151173437425,0.08548795841164282,0.1707641800395162
Reinsurance,0,,0,0,,,0,0,,0,0,,,,,0.0388,,0,,,,,0,,,0,0.055900000000000005,0,0.0429312,,0,0,0,0,,0,0,0,,0,0,0,,0,,,,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,0,0,0,,,,,,,,,0,0,,0.0388,,0.055900000000000005,0.0429312,,,,,,,
